year,site,doy,week,tot.obs.length,species,caste,bee.sum,plant.species,plant.family
2019,Frogs.Pond,265,17,60,appositus,male,1,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,265,17,60,bifarius,male,25,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,265,17,60,bifarius,worker,7,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,265,17,60,flavifrons,worker,2,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,265,17,60,insularis,male,4,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,273,18,60,bifarius,male,11,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,273,18,60,bifarius,queen,1,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,273,18,60,bifarius,worker,2,Ericameria.parryi,Asteraceae
2019,Frogs.Pond,273,18,60,insularis,male,1,Ericameria.parryi,Asteraceae
2019,Gothic.Spires,160,2,60,bifarius,queen,1,Erythronium.grandiflorum,Liliaceae
2019,Gothic.Spires,160,2,60,bifarius,queen,4,Salix.sp,Salicaceae
2019,Gothic.Spires,160,2,60,mixtus,queen,1,Erythronium.grandiflorum,Liliaceae
2019,Gothic.Spires,160,2,60,occidentalis,queen,1,Salix.sp,Salicaceae
2019,Gothic.Spires,166,3,60,bifarius,queen,1,Erythronium.grandiflorum,Liliaceae
2019,Gothic.Spires,172,4,60,bifarius,queen,1,Hydrophyllum.capitatum,Hydrophyllaceae
2019,Gothic.Spires,172,4,60,flavifrons,queen,2,Mertensia.fusiformis,Boraginaceae
2019,Gothic.Spires,186,6,60,bifarius,queen,2,Dodecatheon.pulchellum,Primulaceae
2019,Gothic.Spires,186,6,60,bifarius,queen,1,Taraxacum.officinale,Asteraceae
2019,Gothic.Spires,186,6,60,bifarius,worker,1,Dodecatheon.pulchellum,Primulaceae
2019,Gothic.Spires,186,6,60,insularis,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,186,6,60,insularis,queen,1,Taraxacum.officinale,Asteraceae
2019,Gothic.Spires,192,7,60,appositus,queen,2,Delphinium.nuttallianum,Ranunculaceae
2019,Gothic.Spires,192,7,60,bifarius,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,192,7,60,flavifrons,queen,4,Delphinium.nuttallianum,Ranunculaceae
2019,Gothic.Spires,192,7,60,flavifrons,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,192,7,60,flavifrons,worker,6,Delphinium.nuttallianum,Ranunculaceae
2019,Gothic.Spires,192,7,60,flavifrons,worker,4,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,192,7,60,insularis,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,200,8,60,flavifrons,queen,1,Delphinium.nuttallianum,Ranunculaceae
2019,Gothic.Spires,200,8,60,flavifrons,worker,5,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,200,8,60,flavifrons,worker,3,Mertensia.ciliata,Boraginaceae
2019,Gothic.Spires,200,8,60,rufocinctus,queen,1,Dodecatheon.pulchellum,Primulaceae
2019,Gothic.Spires,208,9,60,appositus,worker,1,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,208,9,60,appositus,worker,4,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,208,9,60,appositus,worker,2,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,208,9,60,balteatus,worker,1,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,208,9,60,bifarius,worker,2,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,4,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,1,Castilleja.sulphurea,Orobanchaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,6,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,3,Frasera.speciosa,Gentianaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,1,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,2,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,1,Mertensia.ciliata,Boraginaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,1,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,208,9,60,flavifrons,worker,2,Vicia.americana,Fabaceae
2019,Gothic.Spires,208,9,60,mixtus,worker,1,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,214,10,60,appositus,male,1,Vicia.americana,Fabaceae
2019,Gothic.Spires,214,10,60,appositus,queen,1,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,214,10,60,appositus,worker,1,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,214,10,60,appositus,worker,16,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,214,10,60,balteatus,worker,1,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,214,10,60,bifarius,male,1,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,214,10,60,bifarius,worker,1,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,214,10,60,bifarius,worker,1,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,214,10,60,bifarius,worker,1,Trifolium.repens,Fabaceae
2019,Gothic.Spires,214,10,60,flavifrons,male,2,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,214,10,60,flavifrons,male,1,Senecio.bigelovii,Asteraceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,10,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,14,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,2,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,1,Mertensia.ciliata,Boraginaceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,2,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,1,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,214,10,60,flavifrons,worker,2,Vicia.americana,Fabaceae
2019,Gothic.Spires,214,10,60,melanopygus,worker,1,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,214,10,60,rufocinctus,male,1,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,221,11,60,appositus,male,1,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,221,11,60,appositus,male,2,Vicia.americana,Fabaceae
2019,Gothic.Spires,221,11,60,appositus,worker,15,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,221,11,60,bifarius,male,3,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,221,11,60,bifarius,male,2,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,221,11,60,bifarius,male,2,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,221,11,60,bifarius,worker,1,Sedum.lanceolatum,Crassulaceae
2019,Gothic.Spires,221,11,60,bifarius,worker,5,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,221,11,60,bifarius,worker,1,Potentilla.fruticosa,Rosaceae
2019,Gothic.Spires,221,11,60,bifarius,worker,1,Trifolium.repens,Fabaceae
2019,Gothic.Spires,221,11,60,flavifrons,male,1,Arnica.parryi,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,7,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,2,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,5,Senecio.bigelovii,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,2,Oreochrysum.parryi,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,3,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,7,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,male,2,Vicia.americana,Fabaceae
2019,Gothic.Spires,221,11,60,flavifrons,queen,2,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,11,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,2,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,18,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,1,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,2,Potentilla.pulcherrima,Rosaceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,1,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,221,11,60,flavifrons,worker,1,Vicia.americana,Fabaceae
2019,Gothic.Spires,221,11,60,insularis,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,221,11,60,mixtus,male,1,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,221,11,60,occidentalis,male,1,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,221,11,60,occidentalis,worker,1,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,228,12,60,appositus,male,3,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,228,12,60,appositus,worker,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,228,12,60,appositus,worker,6,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,228,12,60,bifarius,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,228,12,60,bifarius,male,2,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,228,12,60,bifarius,male,3,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,228,12,60,bifarius,male,1,Potentilla.fruticosa,Rosaceae
2019,Gothic.Spires,228,12,60,bifarius,worker,3,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,228,12,60,bifarius,worker,4,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,228,12,60,bifarius,worker,4,Potentilla.fruticosa,Rosaceae
2019,Gothic.Spires,228,12,60,bifarius,worker,1,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,male,1,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,228,12,60,flavifrons,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,male,1,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,male,1,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,male,1,Senecio.bigelovii,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,male,2,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,worker,5,Aconitum.columbianum,Ranunculaceae
2019,Gothic.Spires,228,12,60,flavifrons,worker,3,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,worker,14,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,228,12,60,flavifrons,worker,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,228,12,60,flavifrons,worker,4,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,228,12,60,mixtus,worker,1,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,228,12,60,occidentalis,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,228,12,60,rufocinctus,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,228,12,60,rufocinctus,male,1,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,228,12,60,sylvicola,male,1,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,235,13,60,appositus,male,36,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,appositus,male,4,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,235,13,60,appositus,worker,2,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,235,13,60,bifarius,male,8,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,bifarius,male,4,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,235,13,60,bifarius,worker,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,bifarius,worker,2,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,235,13,60,bifarius,worker,4,Potentilla.fruticosa,Rosaceae
2019,Gothic.Spires,235,13,60,bifarius,worker,3,Trifolium.repens,Fabaceae
2019,Gothic.Spires,235,13,60,flavifrons,male,1,Arnica.cordifolia,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,48,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,1,Eremogone.congesta,Caryophyllaceae
2019,Gothic.Spires,235,13,60,flavifrons,male,2,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,1,Helianthella.quinquenervis,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,23,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,2,Oreochrysum.parryi,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,21,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,male,2,Solidago.multiradiata,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,worker,16,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,flavifrons,worker,6,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,235,13,60,flavifrons,worker,1,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,235,13,60,insularis,male,9,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,insularis,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,235,13,60,insularis,male,10,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,235,13,60,melanopygus,worker,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,mixtus,male,2,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,mixtus,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,235,13,60,nevadensis,worker,1,Delphinium.barbeyi,Ranunculaceae
2019,Gothic.Spires,235,13,60,occidentalis,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,occidentalis,male,1,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,235,13,60,rufocinctus,male,2,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,235,13,60,sylvicola,worker,1,Trifolium.repens,Fabaceae
2019,Gothic.Spires,243,14,60,appositus,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,appositus,male,1,Cirsium.parryi,Asteraceae
2019,Gothic.Spires,243,14,60,appositus,male,1,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,243,14,60,appositus,queen,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,bifarius,male,13,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,bifarius,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,243,14,60,bifarius,male,4,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,243,14,60,bifarius,male,2,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,243,14,60,flavifrons,male,38,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,flavifrons,male,1,Eremogone.congesta,Caryophyllaceae
2019,Gothic.Spires,243,14,60,flavifrons,male,1,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,243,14,60,flavifrons,male,10,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,243,14,60,flavifrons,male,16,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,243,14,60,flavifrons,worker,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,insularis,male,32,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,insularis,male,2,Erigeron.speciosus,Asteraceae
2019,Gothic.Spires,243,14,60,insularis,male,32,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,243,14,60,mixtus,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,243,14,60,mixtus,male,1,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,249,15,60,bifarius,male,12,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,bifarius,male,3,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,249,15,60,bifarius,queen,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,bifarius,worker,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,flavifrons,male,111,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,flavifrons,male,5,Heliomeris.multiflora,Asteraceae
2019,Gothic.Spires,249,15,60,flavifrons,male,4,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,249,15,60,insularis,male,89,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,insularis,male,5,Senecio.serra.var.admirabilis,Asteraceae
2019,Gothic.Spires,249,15,60,mixtus,male,3,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,occidentalis,male,2,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,rufocinctus,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,249,15,60,sylvicola,male,1,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,255,16,60,appositus,male,1,Trifolium.pratense,Fabaceae
2019,Gothic.Spires,255,16,60,bifarius,male,5,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,255,16,60,flavifrons,male,2,Symphyotrichum.foliaceum,Asteraceae
2019,Gothic.Spires,255,16,60,insularis,male,30,Symphyotrichum.foliaceum,Asteraceae
2019,Rosy.Hills,159,2,60,californicus,queen,1,Mertensia.fusiformis,Boraginaceae
2019,Rosy.Hills,172,4,60,flavifrons,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Rosy.Hills,172,4,60,flavifrons,queen,3,Mertensia.fusiformis,Boraginaceae
2019,Rosy.Hills,179,5,60,appositus,queen,2,Delphinium.nuttallianum,Ranunculaceae
2019,Rosy.Hills,179,5,60,flavifrons,queen,2,Hydrophyllum.fendleri,Hydrophyllaceae
2019,Rosy.Hills,186,6,60,rufocinctus,queen,1,Lupinus.sericeus.var.sericeus,Fabaceae
2019,Rosy.Hills,186,6,60,rufocinctus,worker,1,Lupinus.sericeus.var.sericeus,Fabaceae
2019,Rosy.Hills,192,7,60,bifarius,worker,2,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,192,7,60,flavifrons,worker,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,192,7,60,nevadensis,queen,1,Lathyrus.lanszwertii.var.leucanthus,Fabaceae
2019,Rosy.Hills,192,7,60,rufocinctus,worker,1,Wyethia.arizonica,Asteraceae
2019,Rosy.Hills,200,8,60,appositus,worker,1,Vicia.americana,Fabaceae
2019,Rosy.Hills,200,8,60,bifarius,queen,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,200,8,60,bifarius,worker,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,200,8,60,bifarius,worker,1,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,200,8,60,flavifrons,worker,2,Aconitum.columbianum,Ranunculaceae
2019,Rosy.Hills,200,8,60,flavifrons,worker,4,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,200,8,60,nevadensis,queen,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,200,8,60,occidentalis,worker,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,200,8,60,rufocinctus,queen,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,200,8,60,rufocinctus,worker,2,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,206,9,60,appositus,male,1,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,206,9,60,appositus,worker,3,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,206,9,60,bifarius,worker,3,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,206,9,60,bifarius,worker,4,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,206,9,60,californicus,worker,2,Vicia.americana,Fabaceae
2019,Rosy.Hills,206,9,60,flavifrons,male,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,206,9,60,flavifrons,queen,1,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,206,9,60,flavifrons,worker,3,Aconitum.columbianum,Ranunculaceae
2019,Rosy.Hills,206,9,60,flavifrons,worker,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,206,9,60,flavifrons,worker,4,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,206,9,60,flavifrons,worker,4,Frasera.speciosa,Gentianaceae
2019,Rosy.Hills,206,9,60,flavifrons,worker,1,Vicia.americana,Fabaceae
2019,Rosy.Hills,206,9,60,nevadensis,worker,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,206,9,60,sylvicola,worker,1,Potentilla.fruticosa,Rosaceae
2019,Rosy.Hills,214,10,60,appositus,worker,2,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,214,10,60,appositus,worker,3,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,214,10,60,bifarius,male,1,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,214,10,60,bifarius,male,1,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,214,10,60,bifarius,worker,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,214,10,60,bifarius,worker,1,Erigeron.elatior,Asteraceae
2019,Rosy.Hills,214,10,60,bifarius,worker,2,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,214,10,60,bifarius,worker,2,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,214,10,60,californicus,queen,1,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,214,10,60,californicus,worker,3,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,214,10,60,flavifrons,male,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,214,10,60,flavifrons,worker,1,Aconitum.columbianum,Ranunculaceae
2019,Rosy.Hills,214,10,60,flavifrons,worker,6,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,214,10,60,flavifrons,worker,8,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,214,10,60,flavifrons,worker,1,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,214,10,60,flavifrons,worker,1,Potentilla.pulcherrima,Rosaceae
2019,Rosy.Hills,214,10,60,nevadensis,queen,1,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,214,10,60,rufocinctus,worker,7,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,214,10,60,rufocinctus,worker,1,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,221,11,60,appositus,male,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,221,11,60,appositus,worker,4,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,221,11,60,appositus,worker,2,Cirsium.parryi,Asteraceae
2019,Rosy.Hills,221,11,60,appositus,worker,5,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,221,11,60,bifarius,male,1,Pyrrocoma.crocea,Asteraceae
2019,Rosy.Hills,221,11,60,bifarius,worker,3,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,221,11,60,bifarius,worker,4,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,221,11,60,californicus,worker,3,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,221,11,60,flavifrons,male,1,Erigeron.elatior,Asteraceae
2019,Rosy.Hills,221,11,60,flavifrons,male,1,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,221,11,60,flavifrons,queen,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,221,11,60,flavifrons,worker,1,Aconitum.columbianum,Ranunculaceae
2019,Rosy.Hills,221,11,60,flavifrons,worker,6,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,221,11,60,flavifrons,worker,1,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,221,11,60,rufocinctus,queen,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,221,11,60,rufocinctus,worker,1,Campanula.rotundifolia,Campanulaceae
2019,Rosy.Hills,221,11,60,rufocinctus,worker,1,Heliomeris.multiflora,Asteraceae
2019,Rosy.Hills,221,11,60,rufocinctus,worker,1,Pyrrocoma.crocea,Asteraceae
2019,Rosy.Hills,228,12,60,appositus,male,4,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,appositus,worker,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,appositus,worker,1,Delphinium.barbeyi,Ranunculaceae
2019,Rosy.Hills,228,12,60,bifarius,male,2,Hymenoxys.hoopesii,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,male,1,Ericameria.parryi,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,male,1,Erigeron.elatior,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,male,4,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,male,3,Heliomeris.multiflora,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,male,1,Senecio.bigelovii,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,male,2,Senecio.serra.var.admirabilis,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,worker,15,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,worker,2,Heliomeris.multiflora,Asteraceae
2019,Rosy.Hills,228,12,60,bifarius,worker,1,Pyrrocoma.crocea,Asteraceae
2019,Rosy.Hills,228,12,60,californicus,worker,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,flavifrons,male,12,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,flavifrons,male,1,Ericameria.parryi,Asteraceae
2019,Rosy.Hills,228,12,60,flavifrons,male,2,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,228,12,60,flavifrons,male,2,Helianthella.quinquenervis,Asteraceae
2019,Rosy.Hills,228,12,60,flavifrons,male,2,Senecio.serra.var.admirabilis,Asteraceae
2019,Rosy.Hills,228,12,60,flavifrons,worker,5,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,insularis,male,1,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,228,12,60,insularis,male,1,Eucephalus.engelmannii,Asteraceae
2019,Rosy.Hills,228,12,60,insularis,male,1,Heterotheca.villosa,Asteraceae
2019,Rosy.Hills,228,12,60,nevadensis,worker,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,rufocinctus,male,1,Agastache.urticifolia,Lamiaceae
2019,Rosy.Hills,228,12,60,rufocinctus,male,12,Erigeron.speciosus,Asteraceae
2019,Rosy.Hills,228,12,60,rufocinctus,male,1,Heliomeris.multiflora,Asteraceae
